VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
4425,MARTIGNETTI COMPANIES,22644,Gaston & Ravaut Bourgn Chard,18.91,27.99,750.0,13,245.83,4.0,111.96,83.97,0.44,144929.24,-133.87,-119.56948910325119,0.3076923076923077,0.4554366838872391
9165,ULTRA BEVERAGE COMPANY LLP,6935,Fetzer Eagle Peak Merlot Cal,7.23,10.99,750.0,34,245.82,3.0,33.97,33.97,0.33,68054.7,-211.85,-623.6385045628496,0.08823529411764706,0.13819054592791474
8673,STE MICHELLE WINE ESTATES,28893,Hawk Crest Merlot,3.56,5.49,750.0,69,245.64,18.0,98.82,27.450000000000003,2.0300000000000002,15919.7,-146.82,-148.57316332726168,0.2608695652173913,0.4022960429897411
1392,CONSTELLATION BRANDS INC,799,Svedka Colada Vodka,10.23,12.99,1000.0,24,245.52,12.0,155.88,12.99,12.6,79528.99,-89.64000000000001,-57.50577367205544,0.5,0.6348973607038123
1650,Circa Wines,14836,Vinum Cellars Chard,6.81,10.29,750.0,36,245.16,0.0,0.0,0.0,0.0,211.97,-245.16,-inf,0.0,0.0
9552,M S WALKER INC,28538,Shooting Star Chard Lake Cny,9.8,14.99,750.0,25,245.0,6.0,89.94,14.99,0.68,55551.82,-155.06,-172.40382477207027,0.24,0.3671020408163265
4425,MARTIGNETTI COMPANIES,25015,Ch Graves de Pez St Estephe,20.4,29.99,750.0,12,244.8,23.0,689.77,479.84,2.54,144929.24,444.96999999999997,64.50990910013482,1.9166666666666667,2.817687908496732
9552,M S WALKER INC,24701,Gratien & Meyer Cremant Brut,10.2,16.99,750.0,24,244.8,13.0,204.87,187.88,1.43,55551.82,-39.93000000000001,-19.49040855176454,0.5416666666666666,0.8368872549019608
90024,VINILANDIA USA,45214,Canaletto Pnt Nr Pavia,6.8,11.99,750.0,36,244.79999999999998,12.0,119.88,9.99,1.35,2802.64,-124.91999999999999,-104.2042042042042,0.3333333333333333,0.4897058823529412
9744,FREDERICK WILDMAN & SONS,21529,Ch St Sulpice Rose 13,8.44,12.99,750.0,29,244.76,26.0,337.74,168.87,2.89,3999.93,92.98000000000002,27.530052703262868,0.896551724137931,1.3798823337146593
4425,MARTIGNETTI COMPANIES,36894,Chambers Rosewood Muscat,7.89,16.49,375.0,31,244.59,18.0,215.82,95.92,1.03,144929.24,-28.77000000000001,-13.330553238810126,0.5806451612903226,0.8823745860419477
6213,MHW LTD,853,Bols Butterscotch,7.4,9.99,1000.0,33,244.2,6.0,59.94,39.96,6.300000000000001,9621.58,-184.26,-307.4074074074074,0.18181818181818182,0.24545454545454545
1392,CONSTELLATION BRANDS INC,6892,Vendange Cab Svgn,3.39,4.99,750.0,72,244.07999999999998,52.0,259.48,24.950000000000003,5.84,79528.99,15.400000000000034,5.934946816710356,0.7222222222222222,1.0630940675188465
3252,E & J GALLO WINERY,8079,Gallo Fairbanks Red Port,3.39,4.99,750.0,72,244.07999999999998,19.0,94.81,39.92,2.12,61966.91,-149.26999999999998,-157.44119818584534,0.2638888888888889,0.38843821697804004
98450,Serralles Usa LLC,264,Don Q Limon Rum,10.15,12.99,1000.0,24,243.6,0.0,0.0,0.0,0.0,856.02,-243.6,-inf,0.0,0.0
7153,PINE STATE TRADING CO,21343,Montecillo Rioja Crianza,10.13,14.99,750.0,24,243.12,0.0,0.0,0.0,0.0,15884.82,-243.12,-inf,0.0,0.0
90024,VINILANDIA USA,25119,Foxglove Znfdl,10.13,14.99,750.0,24,243.12,0.0,0.0,0.0,0.0,2802.64,-243.12,-inf,0.0,0.0
90024,VINILANDIA USA,26575,Dr Tanisch Feinherb Rsl,10.13,14.99,750.0,24,243.12,0.0,0.0,0.0,0.0,2802.64,-243.12,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18378,Stark Raving Cab Svgn,6.57,11.99,750.0,37,243.09,8.0,95.92,83.93,0.88,7259.75,-147.17000000000002,-153.42994161801502,0.21621621621621623,0.3945863671891069
3252,E & J GALLO WINERY,39414,Mirassou Svgn Bl Cal,6.75,9.99,750.0,36,243.0,0.0,0.0,0.0,0.0,61966.91,-243.0,-inf,0.0,0.0
3951,HIGHLAND WINE MERCHANTS LLC,27572,Kiona Late Harvest Chenin Bl,20.25,30.99,375.0,12,243.0,0.0,0.0,0.0,0.0,29.43,-243.0,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,25765,Simi Cab Svgn Alexander Vly,121.05,183.99,6000.0,2,242.1,1.0,183.99,183.99,0.9,79528.99,-58.109999999999985,-31.58323821946844,0.5,0.7599752168525403
516,BANFI PRODUCTS CORP,6941,Bolla Pinot Grigio,6.2,9.99,750.0,39,241.8,3.0,29.97,19.98,0.33,8510.41,-211.83,-706.8068068068069,0.07692307692307693,0.12394540942928038
2000,SOUTHERN WINE & SPIRITS NE,16061,Shannon Ridge 09 Cab Svgn,10.06,14.99,750.0,24,241.44,5.0,79.95,63.96,0.55,19016.59,-161.49,-201.98874296435272,0.20833333333333334,0.3311381709741551
2000,SOUTHERN WINE & SPIRITS NE,25771,Juve y Camps Sweet Rsva Spar,10.06,14.99,750.0,24,241.44,5.0,69.95,55.96,0.55,19016.59,-171.49,-245.16082916368833,0.20833333333333334,0.28972001325381047
4425,MARTIGNETTI COMPANIES,25779,Ch Bonnet White Entre-Deux-,10.06,14.99,750.0,24,241.44,2.0,29.98,29.98,0.22,144929.24,-211.46,-705.3368912608405,0.08333333333333333,0.12417163684559311
2242,DELICATO VINEYARDS INC,22450,Bota Brick Cab Svgn,6.7,11.99,1500.0,36,241.20000000000002,2.0,21.98,21.98,0.44,7982.65,-219.22000000000003,-997.3612374886262,0.05555555555555555,0.09112769485903814
3252,E & J GALLO WINERY,31502,Barefoot Znfdl Cal,3.35,6.29,750.0,72,241.20000000000002,13.0,64.87,9.98,1.4600000000000002,61966.91,-176.33,-271.8205642053337,0.18055555555555555,0.2689469320066335
17035,PERNOD RICARD USA,37722,Jacobs Crk Shirz Rsv,6.7,12.99,750.0,36,241.20000000000002,1.0,9.99,9.99,0.11,123780.22,-231.21,-2314.4144144144143,0.027777777777777776,0.04141791044776119
9165,ULTRA BEVERAGE COMPANY LLP,2242,Cles des Ducs Armagnac VSOP,16.05,30.99,750.0,15,240.75,35.0,769.65,505.77,27.57,68054.7,528.9,68.7195478464237,2.3333333333333335,3.196884735202492
7239,REMY COINTREAU USA INC,1310,Remy Martin XO Excelence VAP,119.99,159.99,750.0,2,239.98,4.0,639.96,479.97,3.1500000000000004,16978.67,399.98,62.50078129883118,2.0,2.666722226852238
10754,PERFECTA WINES,21472,Ch Haut Bailly Pessac-Leogan,79.99,115.99,750.0,3,239.97,1.0,115.99,115.99,0.11,28720.52,-123.98,-106.88852487283387,0.3333333333333333,0.4833520856773763
1650,Circa Wines,26923,Rosso del Popolo Lange Rosso,9.99,14.49,750.0,24,239.76,0.0,0.0,0.0,0.0,211.97,-239.76,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,12585,F Coppola Sophia Rsl,9.99,17.99,750.0,24,239.76,6.0,90.94,75.95,0.66,19016.59,-148.82,-163.64636023751925,0.25,0.379295962629296
7153,PINE STATE TRADING CO,26205,Memoires 15 Rose,9.99,14.99,750.0,24,239.76,2.0,29.98,14.99,0.22,15884.82,-209.78,-699.733155436958,0.08333333333333333,0.12504170837504172
1392,CONSTELLATION BRANDS INC,17908,Rex Goliath Pink Moscato,3.99,7.99,750.0,60,239.4,6.0,35.94,23.96,0.66,79528.99,-203.46,-566.1101836393991,0.1,0.150125313283208
4425,MARTIGNETTI COMPANIES,2806,Atholl Brose Scotch Liqueur,39.85,54.99,750.0,6,239.1,0.0,0.0,0.0,0.0,144929.24,-239.1,-inf,0.0,0.0
9815,WINE GROUP INC,46663,Oak Leaf Merlot Cal,1.99,2.99,750.0,120,238.79999999999998,24.0,71.76,5.98,2.7,27100.41,-167.03999999999996,-232.7759197324414,0.2,0.30050251256281413
4425,MARTIGNETTI COMPANIES,23190,Walt La Brisa Pnt Nr,26.52,38.99,750.0,9,238.68,1.0,38.99,38.99,0.11,144929.24,-199.69,-512.1569633239292,0.1111111111111111,0.16335679570973688
3252,E & J GALLO WINERY,16793,Gallo Signature Series Pnt N,19.86,29.99,750.0,12,238.32,0.0,0.0,0.0,0.0,61966.91,-238.32,-inf,0.0,0.0
9552,M S WALKER INC,24004,Gerard Bertrand 12 Roses,9.93,14.99,750.0,24,238.32,1.0,14.99,14.99,0.11,55551.82,-223.32999999999998,-1489.8599066044028,0.041666666666666664,0.06289862369922793
1590,DIAGEO CHATEAU ESTATE WINES,18775,Once Upon A Vine Red,3.97,11.99,750.0,60,238.2,6.0,71.94,47.96,0.67,7259.75,-166.26,-231.1092577147623,0.1,0.30201511335012593
2000,SOUTHERN WINE & SPIRITS NE,21601,Candoni Moscato,9.92,14.49,750.0,24,238.08,1.0,14.49,14.49,0.11,19016.59,-223.59,-1543.064182194617,0.041666666666666664,0.06086189516129032
9815,WINE GROUP INC,23470,Bullet Proof Picasso Svgn Bl,7.43,10.99,750.0,32,237.76,0.0,0.0,0.0,0.0,27100.41,-237.76,-inf,0.0,0.0
9815,WINE GROUP INC,37651,Glen Ellen Pnt Grigio RSV,3.3,4.99,750.0,72,237.60000000000002,12.0,59.88,4.99,1.35,27100.41,-177.72000000000003,-296.7935871743487,0.16666666666666666,0.25202020202020203
7153,PINE STATE TRADING CO,17490,Serbal Chardonnay,8.78,12.99,750.0,27,237.06,0.0,0.0,0.0,0.0,15884.82,-237.06,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4751,Capt Morgan Cannon Blast,0.72,0.99,50.0,329,236.88000000000002,143.0,141.57,52.47,7.41,257032.07,-95.31000000000003,-67.32358550540371,0.43465045592705165,0.597644376899696
9165,ULTRA BEVERAGE COMPANY LLP,22600,Jos Phelps Insignia 11,236.84,359.99,1500.0,1,236.84,0.0,0.0,0.0,0.0,68054.7,-236.84,-inf,0.0,0.0
2242,DELICATO VINEYARDS INC,18344,Gnarly Head Authentic White,6.07,9.99,750.0,39,236.73000000000002,19.0,170.81,107.88,2.1,7982.65,-65.92000000000002,-38.59258825595692,0.48717948717948717,0.721539306382799
2000,SOUTHERN WINE & SPIRITS NE,4453,Pitu Brazilian Rum Cachaca,10.76,16.99,750.0,22,236.72,51.0,661.49,409.68,40.21,19016.59,424.77,64.21412266247411,2.3181818181818183,2.79439844542075
9260,TY KU LLC,24298,Ty Ku Cucumber Sake,7.89,11.99,330.0,30,236.70000000000002,3.0,35.97,35.97,0.15000000000000002,198.94,-200.73000000000002,-558.048373644704,0.1,0.15196451204055766
9099,TRUETT HURST,26183,Schucks North Cst Chard,9.86,14.99,750.0,24,236.64,0.0,0.0,0.0,0.0,1.25,-236.64,-inf,0.0,0.0
10754,PERFECTA WINES,25389,Agiorgitiko Argilos Nemea,9.86,14.99,750.0,24,236.64,0.0,0.0,0.0,0.0,28720.52,-236.64,-inf,0.0,0.0
17037,Dunn Wine Brokers,14483,Victor Hugo Hunchback Red,9.86,14.99,750.0,24,236.64,0.0,0.0,0.0,0.0,358.03000000000003,-236.64,-inf,0.0,0.0
90047,CRUSH WINES,22833,Grady Family Vyds Cab Svgn,9.86,14.99,750.0,24,236.64,0.0,0.0,0.0,0.0,1457.73,-236.64,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8467,Capt Morgan White Coconut,0.73,0.99,50.0,324,236.52,206.0,203.94,28.71,10.77,257032.07,-32.58000000000001,-15.975286849073264,0.6358024691358025,0.8622526636225266
10754,PERFECTA WINES,24143,Ozeki Platnm Junmai Dai Sake,6.57,9.99,300.0,36,236.52,1.0,9.99,9.99,0.04,28720.52,-226.53,-2267.5675675675675,0.027777777777777776,0.04223744292237443
10754,PERFECTA WINES,27053,Ponte Vinho Verde Rose,6.57,9.99,750.0,36,236.52,0.0,0.0,0.0,0.0,28720.52,-236.52,-inf,0.0,0.0
90047,CRUSH WINES,14676,Culpeo Pnt Nr,6.57,9.99,750.0,36,236.52,12.0,119.88,19.98,1.35,1457.73,-116.64000000000001,-97.29729729729732,0.3333333333333333,0.5068493150684931
9744,FREDERICK WILDMAN & SONS,39868,Jolivet Svgn Blanc Attitude,9.45,13.99,750.0,25,236.25,0.0,0.0,0.0,0.0,3999.93,-236.25,-inf,0.0,0.0
7153,PINE STATE TRADING CO,23950,Ch Haut-Robert 10,7.38,10.99,750.0,32,236.16,37.0,406.63,164.85,4.13,15884.82,170.47,41.92263236849224,1.15625,1.7218411246612466
660,SAZERAC NORTH AMERICA INC.,862,Jacques Bonet Brandy,6.05,7.99,1000.0,39,235.95,7.0,55.93,23.97,7.35,17932.33,-180.01999999999998,-321.8666189880207,0.1794871794871795,0.23704174613265525
9165,ULTRA BEVERAGE COMPANY LLP,12355,Mercer Rsl,9.8,14.99,750.0,24,235.2,1.0,14.99,14.99,0.11,68054.7,-220.20999999999998,-1469.0460306871246,0.041666666666666664,0.06373299319727892
9165,ULTRA BEVERAGE COMPANY LLP,21111,Light Horse Chard,9.8,14.99,750.0,24,235.2,5.0,62.95,38.97,0.56,68054.7,-172.25,-273.62986497220015,0.20833333333333334,0.2676445578231293
90047,CRUSH WINES,18538,Banknote The Vault Red,19.6,29.99,750.0,12,235.2,1.0,32.99,32.99,0.11,1457.73,-202.20999999999998,-612.9433161564109,0.08333333333333333,0.1402636054421769
1650,Circa Wines,26623,Marchesi Bassini Sangiovese,6.53,9.99,750.0,36,235.07999999999998,0.0,0.0,0.0,0.0,211.97,-235.07999999999998,-inf,0.0,0.0
8004,SAZERAC CO INC,3004,Clix Vodka,234.37,299.99,750.0,1,234.37,0.0,0.0,0.0,0.0,50293.62,-234.37,-inf,0.0,0.0
4692,KOBRAND CORPORATION,656,Grappa di Sassicaia,39.05,49.99,375.0,6,234.3,2.0,99.98,49.99,0.79,9139.38,-134.32,-134.34686937387477,0.3333333333333333,0.42671788305591124
17037,Dunn Wine Brokers,18396,The Tractor Guy Pnt Nr,12.98,19.99,750.0,18,233.64,2.0,39.98,39.98,0.22,358.03000000000003,-193.66,-484.39219609804906,0.1111111111111111,0.17111795925355247
90017,THE IMPORTED GRAPE LLC,25545,Miolo  Lote 43,19.47,29.99,750.0,12,233.64,6.0,179.94,29.99,0.68,80.03,-53.69999999999999,-29.843281093697893,0.5,0.7701592193117617
90047,CRUSH WINES,21046,Eden Ice Windfall Orchard,9.73,17.99,187.0,24,233.52,2.0,35.98,35.98,0.06,1457.73,-197.54000000000002,-549.0272373540857,0.08333333333333333,0.1540767386091127
9552,M S WALKER INC,15477,Vietti Nebbiolo Perbacco DOC,16.66,24.99,750.0,14,233.23999999999998,5.0,124.94999999999999,49.98,0.56,55551.82,-108.28999999999999,-86.66666666666667,0.35714285714285715,0.5357142857142857
1128,BROWN-FORMAN CORP,4505,El Jimador Reposado Tequila,12.94,17.99,1000.0,18,232.92000000000002,0.0,0.0,0.0,0.0,68601.68,-232.92000000000002,-inf,0.0,0.0
3252,E & J GALLO WINERY,35663,Redwood Creek Cab Svgn Cal,4.31,6.29,750.0,54,232.74,2.0,12.58,6.29,0.22,61966.91,-220.16,-1750.079491255962,0.037037037037037035,0.05405173154593108
10754,PERFECTA WINES,20508,Calaches Lanessan Haut-Medoc,12.92,18.99,750.0,18,232.56,21.0,398.78999999999996,170.91,2.3400000000000003,28720.52,166.22999999999996,41.68359286842699,1.1666666666666667,1.714783281733746
9165,ULTRA BEVERAGE COMPANY LLP,7974,Luxardo Sambuca Dei Cesari,19.37,24.99,750.0,12,232.44,3.0,74.97,74.97,2.37,68054.7,-157.47,-210.04401760704283,0.25,0.3225348477026329
1590,DIAGEO CHATEAU ESTATE WINES,42671,Dynamite Mendocino Chard,9.65,13.99,750.0,24,231.6,0.0,0.0,0.0,0.0,7259.75,-231.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,15234,J Lohr Cuvee Red St E,19.3,44.99,750.0,12,231.6,0.0,0.0,0.0,0.0,144929.24,-231.6,-inf,0.0,0.0
17037,Dunn Wine Brokers,20646,Pleasures Chard,9.65,13.99,750.0,24,231.6,2.0,27.98,27.98,0.22,358.03000000000003,-203.62,-727.734095782702,0.08333333333333333,0.12081174438687392
90011,FORTUNE WINE BROKERS LLC,46333,Echeverria Ltd Edtn Cab Svgn,19.3,28.99,750.0,12,231.6,4.0,115.96,57.98,0.44,238.60999999999999,-115.64,-99.72404277337013,0.3333333333333333,0.5006908462867012
4425,MARTIGNETTI COMPANIES,14370,Seven Deadly Zins Lodi Znfdl,10.06,14.99,750.0,23,231.38,0.0,0.0,0.0,0.0,144929.24,-231.38,-inf,0.0,0.0
9552,M S WALKER INC,22579,Fox Brook Cab Svgn,4.82,6.99,750.0,48,231.36,1.0,6.99,6.99,0.11,55551.82,-224.37,-3209.8712446351933,0.020833333333333332,0.03021265560165975
4425,MARTIGNETTI COMPANIES,20884,Petrolo Inarno Toscana,6.41,9.49,750.0,36,230.76,6.0,56.94,37.96,0.67,144929.24,-173.82,-305.26870389884084,0.16666666666666666,0.24674986999479978
4425,MARTIGNETTI COMPANIES,12543,Ramon Bilbao Crianza Rioja,9.2,13.99,750.0,25,230.0,1.0,13.99,13.99,0.11,144929.24,-216.01,-1544.0314510364547,0.04,0.06082608695652174
1590,DIAGEO CHATEAU ESTATE WINES,22460,Uppercut Chard,9.58,13.99,750.0,24,229.92,1.0,13.99,13.99,0.11,7259.75,-215.92999999999998,-1543.459614010007,0.041666666666666664,0.060847251217814896
9552,M S WALKER INC,17931,Gerard Bertrand Merlot Rsv,9.58,13.99,750.0,24,229.92,0.0,0.0,0.0,0.0,55551.82,-229.92,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,19353,Finca La Linda Rose Malbec,9.58,13.99,750.0,24,229.92,4.0,55.96,55.96,0.44,3999.93,-173.95999999999998,-310.86490350250176,0.16666666666666666,0.24338900487125958
10754,PERFECTA WINES,24145,Ozeki Nigori Unfiltered Sake,4.79,6.99,375.0,48,229.92,36.0,251.64,13.98,2.0300000000000002,28720.52,21.72,8.631378159275155,0.75,1.0944676409185803
3950,"HOOD RIVER DISTILLERS, Inc.",2915,Pendleton Limited Edition,16.41,21.99,750.0,14,229.73999999999998,13.0,285.87,219.89999999999998,10.25,117.52000000000001,56.130000000000024,19.63479903452619,0.9285714285714286,1.2443196657090625
8320,SHAW ROSS INT L IMP LTD,28567,Marquis de Riscal Rueda Wh,6.2,8.99,750.0,37,229.4,1.0,7.99,7.99,0.11,3151.92,-221.41,-2771.0888610763454,0.02702702702702703,0.03482999128160418
6830,PARK STREET IMPORTS LLC,9104,Oro de Oaxaca Mezcal,19.11,25.99,750.0,12,229.32,0.0,0.0,0.0,0.0,360.28999999999996,-229.32,-inf,0.0,0.0
12331,STELLAR IMPORTING CO LLC,27440,Achaia Cellars Retsina,6.37,9.49,1000.0,36,229.32,4.0,37.96,28.47,0.6,119.23,-191.35999999999999,-504.1095890410959,0.1111111111111111,0.1655328798185941
7153,PINE STATE TRADING CO,21584,Fess Parker Ashleys Chard,19.07,28.99,750.0,12,228.84,0.0,0.0,0.0,0.0,15884.82,-228.84,-inf,0.0,0.0
6213,MHW LTD,4074,Blue Chair Bay White Rum,14.28,18.99,750.0,16,228.48000000000002,3.0,56.97,37.98,2.3600000000000003,9621.58,-171.51000000000002,-301.05318588730916,0.1875,0.24934348739495796
9552,M S WALKER INC,24454,Convento Las Claras 12 Tinto,14.28,22.99,750.0,16,228.48000000000002,26.0,561.74,389.82,2.86,55551.82,333.26,59.326378751735675,1.625,2.45859593837535
7153,PINE STATE TRADING CO,19502,Nostor Templari Priorat Red,28.56,41.99,750.0,8,228.48,5.0,209.95,125.97,0.56,15884.82,-18.53,-8.82591093117409,0.625,0.9188988095238095
8892,TRINCHERO FAMILY ESTATES,13959,Charles & Charles Rose,9.52,13.99,750.0,24,228.48,14.0,195.85999999999999,41.97,1.57,11595.97,-32.620000000000005,-16.65475339528235,0.5833333333333334,0.8572303921568627
9165,ULTRA BEVERAGE COMPANY LLP,20425,Fattoria Pagliaatura Verm 11,8.16,18.99,750.0,28,228.48,23.0,275.77,143.88,2.5500000000000003,68054.7,47.28999999999999,17.148348261232186,0.8214285714285714,1.2069765406162465
9165,ULTRA BEVERAGE COMPANY LLP,20990,Biokult Gruner Veltliner,9.52,13.99,750.0,24,228.48,1.0,13.99,13.99,0.11,68054.7,-214.48999999999998,-1533.1665475339528,0.041666666666666664,0.06123074229691877
9552,M S WALKER INC,24043,Dom de la Nobl Chinon Rose,9.52,13.99,750.0,24,228.48,2.0,27.98,27.98,0.22,55551.82,-200.5,-716.5832737669764,0.08333333333333333,0.12246148459383754
17037,Dunn Wine Brokers,20648,Pleasures Pnt Nr,9.52,13.99,750.0,24,228.48,0.0,0.0,0.0,0.0,358.03000000000003,-228.48,-inf,0.0,0.0
90011,FORTUNE WINE BROKERS LLC,19713,Anne Pichon Gris Montagne Ro,9.52,13.99,750.0,24,228.48,1.0,14.99,14.99,0.11,238.60999999999999,-213.48999999999998,-1424.2161440960638,0.041666666666666664,0.06560749299719888
90024,VINILANDIA USA,16210,Inman Family Pnt Nr RRV Sono,19.04,27.99,750.0,12,228.48,0.0,0.0,0.0,0.0,2802.64,-228.48,-inf,0.0,0.0
90024,VINILANDIA USA,16370,Zinsane Znfdl Lodi,5.44,7.99,750.0,42,228.48,264.0,2109.36,1086.64,29.39,2802.64,1880.88,89.16827852998065,6.285714285714286,9.232142857142858
9552,M S WALKER INC,38726,McWilliams Hanwood Cab Svgn,4.66,11.99,750.0,49,228.34,29.0,208.70999999999998,44.94,3.25,55551.82,-19.630000000000024,-9.405395045757285,0.5918367346938775,0.9140317071034422
9165,ULTRA BEVERAGE COMPANY LLP,22621,A Bichot Adelie Mercury,22.81,33.99,750.0,10,228.1,9.0,305.91,67.98,1.01,68054.7,77.81000000000003,25.435585629760393,0.9,1.341122314774222
9165,ULTRA BEVERAGE COMPANY LLP,25188,Ch Les Granges Brdx,6.16,10.99,750.0,37,227.92000000000002,62.0,587.38,384.59000000000003,6.87,68054.7,359.46,61.197180700738876,1.6756756756756757,2.5771323271323268
3960,DIAGEO NORTH AMERICA INC,3135,Smirnoff Cinn Sugar Twist,9.48,12.99,750.0,24,227.52,6.0,77.94,51.96,4.720000000000001,257032.07,-149.58,-191.91685912240186,0.25,0.3425632911392405
2000,SOUTHERN WINE & SPIRITS NE,23341,Les Fiefs de Lagrange 11 Jul,22.75,32.99,750.0,10,227.5,0.0,0.0,0.0,0.0,19016.59,-227.5,-inf,0.0,0.0
3252,E & J GALLO WINERY,31503,Barefoot Znfdl Cal,7.58,10.99,1500.0,30,227.39999999999998,0.0,0.0,0.0,0.0,61966.91,-227.39999999999998,-inf,0.0,0.0
10754,PERFECTA WINES,20514,Marquis de Calon St Estephe,18.95,39.99,750.0,12,227.39999999999998,8.0,231.92,28.99,0.9,28720.52,4.52000000000001,1.9489479130734781,0.6666666666666666,1.0198768689533861
2000,SOUTHERN WINE & SPIRITS NE,24330,Ch Reserve de la Comtesse 12,32.41,46.99,750.0,7,226.87,27.0,1268.73,986.7900000000001,2.99,19016.59,1041.8600000000001,82.1183388112522,3.857142857142857,5.592321593864328
7153,PINE STATE TRADING CO,14502,Offley White Port,9.45,13.99,750.0,24,226.8,1.0,13.99,13.99,0.11,15884.82,-212.81,-1521.1579699785561,0.041666666666666664,0.06168430335097001
1590,DIAGEO CHATEAU ESTATE WINES,21924,BV Coastal Estate Svgn Bl,3.15,4.79,750.0,72,226.79999999999998,12.0,107.88,8.99,1.35,7259.75,-118.91999999999999,-110.23359288097885,0.16666666666666666,0.4756613756613757
2242,DELICATO VINEYARDS INC,15253,Bota Mini Merlot,3.15,4.79,500.0,72,226.79999999999998,1.0,4.79,4.79,0.08,7982.65,-222.01,-4634.864300626305,0.013888888888888888,0.021119929453262788
3252,E & J GALLO WINERY,14411,Liberty Creek Vyd Pnt Noir,5.4,7.99,1500.0,42,226.79999999999998,10.0,79.9,47.94,2.24,61966.91,-146.89999999999998,-183.8548185231539,0.23809523809523808,0.3522927689594357
4425,MARTIGNETTI COMPANIES,18046,Ch La Louviere Pssc-Leg Roug,17.44,43.99,750.0,13,226.72,1.0,25.99,25.99,0.11,144929.24,-200.73,-772.3355136590997,0.07692307692307693,0.11463479181369089
480,BACARDI USA INC,540,Bacardi Pineapple Fusion,0.72,0.99,50.0,314,226.08,1026.0,1015.74,327.69,53.12,89286.27,789.66,77.74233563707249,3.267515923566879,4.492834394904459
1392,CONSTELLATION BRANDS INC,15328,Rex Goliath Svgn Bl,7.53,10.99,1500.0,30,225.89999999999998,8.0,90.92,35.97,1.79,79528.99,-134.97999999999996,-148.4601847778266,0.26666666666666666,0.40247897299690133
1485,CASTLE BRANDS CORP.,5645,Pallini Raspicello Liqueur,18.79,24.99,750.0,12,225.48,0.0,0.0,0.0,0.0,8497.59,-225.48,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,373,Fernet Branca Borgetti Cafe,15.03,19.99,750.0,15,225.45000000000002,5.0,99.95,19.99,3.94,68054.7,-125.50000000000001,-125.56278139069536,0.3333333333333333,0.44333555111998224
2000,SOUTHERN WINE & SPIRITS NE,17949,OneHope Cabernet Sauvignon,9.39,13.99,750.0,24,225.36,0.0,0.0,0.0,0.0,19016.59,-225.36,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,19380,O Wines Red,9.39,13.99,750.0,24,225.36,1.0,13.99,13.99,0.11,15919.7,-211.37,-1510.8649035025016,0.041666666666666664,0.0620784522541711
3950,"HOOD RIVER DISTILLERS, Inc.",596,Pendleton Canadian Whisky,17.31,21.99,750.0,13,225.03,0.0,0.0,0.0,0.0,117.52000000000001,-225.03,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,20377,Duval-Leroy Prestige Rose,28.1,59.99,750.0,8,224.8,8.0,343.92,214.95000000000002,0.89,68054.7,119.12,34.63596185159339,1.0,1.5298932384341637
7245,PROXIMO SPIRITS INC.,8434,1800 Select Silver Tequila,20.43,27.99,750.0,11,224.73,15.0,449.84999999999997,359.88,11.83,38994.78,225.11999999999998,50.043347782594196,1.3636363636363635,2.001735415832332
1485,CASTLE BRANDS CORP.,8508,Celtic Honey Liqueur,16.05,21.99,750.0,14,224.7,6.0,131.94,87.96,4.73,8497.59,-92.75999999999999,-70.30468394724875,0.42857142857142855,0.5871829105473966
653,STATE WINE & SPIRITS,19656,Manifesto! Chard No Cst,5.91,8.99,750.0,38,224.58,70.0,629.3000000000001,260.71,7.800000000000001,8014.9800000000005,404.72,64.31272842841253,1.8421052631578947,2.8021195119779145
2000,SOUTHERN WINE & SPIRITS NE,24178,Ch Alie d'Argent Mout-Rth 12,74.82,109.99,750.0,3,224.46,3.0,329.97,109.99,0.34,19016.59,105.51000000000002,31.975634148558964,1.0,1.4700614808874632
3252,E & J GALLO WINERY,18854,Barefoot Cellars Rich Red,7.48,11.99,1500.0,30,224.4,3.0,33.97,22.98,0.67,61966.91,-190.43,-560.5828672357962,0.1,0.1513814616755793
4425,MARTIGNETTI COMPANIES,25467,Schug Cab Svgn,17.23,24.99,750.0,13,223.98999999999998,36.0,899.64,474.80999999999995,4.0,144929.24,675.65,75.10226312747321,2.769230769230769,4.016429304879682
7153,PINE STATE TRADING CO,23944,Ch du Courlat 10,17.23,24.99,750.0,13,223.98999999999998,29.0,724.7099999999999,624.75,3.19,15884.82,500.7199999999999,69.09246457203571,2.230769230769231,3.235456940041966
